"","X_R24834A_2","X_R24834A_1","X_R21723B_2","X_37014_1","X_31616_1","X_R35073B_1","X_7158_1","X_R35073B_2","X_R40334B_1","X_R40334B_2","X_R30875B_2","X_R30875B_1","X_R21723B_1","X_40064_1","X_R9288_1","X_Rou7776B_1","X_Rou7776B_2","X_ROU7788A_1","X_ROU7788A_2","X_21868_1","X_35794_1","X_Rou6223B_2","X_Rou6223B_1","X_776_1","X_R41544A_1","X_R9288_2","X_R16380_1","X_R16380_2","X_R41544A_2","X_R34914A_1","X_R19459B_2","X_R34914A_2","X_R29425B_2","X_33098_1","X_24339_1","X_20026_2","X_20026_1","X_14501_1","X_R19880A_10","X_R19880A_9","X_R19459B_1","X_R40757A_2","X_R40757A_3","X_R25549B_2","X_R25549B_1","X_R29425B_1"
"5S_rRNA",1,0,0,1,2,0,2,1,0,0,2,0,2,1,2,3,1,2,0,1,2,1,1,2,0,1,1,2,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,2,1,1
"AATBC",2,2,9,18,122,12,12,11,16,10,14,12,4,19,15,6,9,3,5,11,15,3,5,3,9,9,4,4,8,29,9,52,11,30,20,6,13,14,7,10,8,15,5,14,10,8
"AATK",1,0,4,0,6,3,0,5,2,0,3,1,3,1,0,1,2,1,1,2,4,1,4,4,3,0,0,0,5,7,1,12,9,2,4,4,0,1,2,1,3,1,1,7,1,4
"ABCC8",0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,10,0,2,0,0,0,1,1,0,0,2,0,0
"ABHD14A-ACY1",1,1,0,1,0,0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1
"ABHD17AP4",0,0,3,1,2,0,0,0,0,0,1,1,1,1,0,0,1,0,0,4,4,0,1,0,0,0,0,3,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,1,0,0
"ABLIM3",0,0,1,0,0,1,8,0,0,0,8,1,0,1,0,53,63,0,0,98,1,1,0,5,1,0,0,2,2,0,2,0,4,71,0,0,3,2,0,1,2,0,0,0,0,1
"ABO",0,0,0,0,1,0,5,3,1,2,3,2,1,0,2,0,0,0,0,1,0,5,4,3,1,1,0,0,3,2,4,1,4,2,0,15,4,2,2,6,6,0,0,1,0,7
"ACCSL",0,4,0,2,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,1,0,1,0,0,1,1,5,0,6,0,1,1,4,15,0,0,0,0,0,0,3,3,2
"ACTBP1",1,1,0,2,0,1,0,2,3,0,0,0,0,0,2,2,0,1,0,1,2,0,1,0,1,1,0,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
"ACTBP14",0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,2,0,0,3,1,2,0,0,2,0,0,0,1,0,0
"ACTG1P22",40,58,2,8,2,80,31,87,30,36,109,77,3,6,1,184,192,2,5,701,11,9,17,10,3,1,10,8,5,1,0,3,89,126,4,1,1,1,13,7,1,7,6,23,21,98
"ACTL8",0,0,1,0,0,1,0,0,1,2,2,0,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,2,1,0,1,2,0,1,0,1,1,3
"ACTN3",15,9,18,37,21,3,3,0,20,15,9,5,13,3,33,5,2,17,17,7,265,13,14,24,6,23,1,2,2,9,0,12,1,3,3,27,48,106,3,8,2,0,0,10,4,1
"ACY3",104,98,49,125,252,54,9,58,143,126,196,146,41,150,489,84,97,152,149,712,331,61,106,218,55,334,7,11,54,19,11,23,69,184,43,64,32,97,48,53,15,167,130,64,50,94
"ADAM23",0,0,5,37,78,65,3,51,12,7,78,84,6,2,1786,28,22,138,132,3,1229,827,1026,278,17,1363,220,203,30,68,447,112,2,1,365,2443,1768,435,194,252,487,18,14,130,114,4
"ADAM28",0,0,2,1,24,1,1,2,37,27,76,85,1,5,1,13,8,8,3,37,3,1,3,7,1,1,0,4,1,8,3,7,7,117,20,3,5,7,1,0,2,6,4,85,85,6
"ADAMDEC1",3,0,2,10,7,2,4,1,11,5,14,14,0,11,0,0,0,6,3,1,7,2,6,1,2,0,4,2,2,10,2,8,0,18,154,6,0,8,0,0,1,4,7,16,24,1
"ADAMTS10",0,0,0,0,8,1,0,7,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,1,0,0,1,0,16,1,9,0,0,0,0,7,4,5,2,1
"ADAMTS14",0,0,2,5,5,0,1,1,0,0,0,0,1,1,4,0,0,3,1,0,4,0,0,5,0,4,1,0,0,1,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,1
"ADAMTS15",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7,11,0
"ADAMTS16",1,0,1,2,17,12,5,11,11,8,14,11,6,11,2,0,2,7,5,35,32,2,4,9,3,1,10,13,9,53,7,60,2,22,89,11,44,2,1,1,7,7,6,13,9,8
"ADAMTS17",0,1,10,3,14,8,1,6,7,2,3,3,8,0,0,5,2,1,0,3,3,4,8,20,5,3,3,2,3,10,4,10,14,4,0,18,8,8,5,7,8,4,3,14,9,7
"ADAMTS7P3",1,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,1,1,0,1,0,1,0,1,0,1,1,1,0
"ADARB2-AS1",2,0,1,0,4,0,1,0,4,1,15,17,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,1,1,2,1,0,0,0,0,1,1,0,1
"ADCY1",7,17,328,1348,961,119,56,130,283,259,574,558,298,158,477,212,220,2533,2626,39,813,1072,1439,1010,568,352,960,1056,696,191,295,236,69,608,328,505,196,464,110,85,272,47,63,634,618,81
"ADCY10",3,2,0,3,5,0,4,0,1,2,1,4,1,1,1,1,0,0,0,0,1,0,1,2,2,0,1,0,1,0,1,1,1,5,2,5,0,2,3,2,3,3,4,3,5,3
"ADGRA2",3,0,2,1,11,1,1,2,6,1,2,4,0,1,1,1,0,0,0,1,4,2,2,1,2,2,0,1,0,3,2,2,3,6,3,2,3,4,2,1,4,2,1,1,2,0
"ADGRB2",9,1,2,6,44,22,8,19,6,11,6,4,2,6,1,1,0,4,3,2,19,4,5,3,2,0,6,10,1,21,8,24,4,44,158,4,2,7,2,0,6,11,5,15,10,5
"ADGRE4P",0,2,3,3,5,2,12,3,31,26,38,35,2,2,9,0,0,41,53,12,22,33,31,39,5,6,2,3,5,37,11,34,3,48,586,55,118,6,1,2,12,16,10,20,29,9
"ADGRF2",0,0,0,1,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,3,6,0,0,0,0,0,0,2,0,0,0,0
"ADGRF5P1",0,0,0,6,0,0,0,0,2,1,7,5,2,0,7,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1
"ADGRG6",3,2,0,1,1,0,0,0,0,1,1,1,0,0,0,2,3,0,1,3,0,0,0,16,0,0,1,1,1,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,3
"ADGRL3",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,1,0,0,0,0,3
"ADGRV1",2,6,5,1839,210,4,91,3,8,11,10,14,7,2,4,3,0,19,28,2,17,2,4,72,4,6,150,157,3,37,3,47,6,27,70,369,719,33,0,3,10,4,7,9,7,5
"ADRA1D",0,0,2,2,2,1,1,1,2,0,1,0,0,0,0,0,1,0,0,1,1,1,6,0,1,0,0,0,3,2,1,2,5,3,0,8,3,8,1,1,4,1,0,1,5,6
"ADRA2A",0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,5,0,2,0,0,0,0,1,0,0,1,0
"ADRA2B",1,2,4,0,5,3,2,4,3,3,0,1,1,5,1,0,2,0,0,2,12,0,2,2,1,1,0,3,0,2,3,7,2,7,2,7,2,12,0,1,4,1,1,3,1,4
"ADSS1",3,4,2,4,9,2,8,2,1,2,1,0,3,0,4,4,1,1,0,2,7,1,3,1,2,0,4,3,1,12,1,2,4,6,3,6,10,5,0,2,1,5,3,3,3,5
"AGAP2-AS1",0,2,1,1,0,0,2,1,0,1,3,2,0,1,1,1,1,0,2,2,3,4,2,0,1,1,0,0,0,2,0,7,1,2,3,2,2,34,0,0,0,0,0,2,2,2
"AGAP7P",1,1,1,7,66,1,2,1,3,4,1,0,1,4,1,4,1,1,0,41,0,0,1,0,1,4,2,1,0,26,1,39,26,0,0,0,1,93,1,1,0,1,1,13,18,33
"AGBL1",0,0,1,14,0,0,0,0,1,2,1,4,0,4,0,0,0,4,2,0,2,0,0,1,0,0,2,4,0,2,35,0,0,2,0,20,42,0,0,1,39,0,0,0,0,0
"AGKP1",0,0,1,2,3,1,4,0,0,1,0,1,0,0,0,3,0,3,1,0,0,0,2,2,9,2,3,1,2,0,0,0,0,5,2,1,2,2,0,2,0,0,3,0,1,1
"AGTR2",1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,0,0,69,11,0,0,31,0,2,0,0,0,0,0,1,0,16,0,0,0,0,0,0,2,3,1,0,0,0
"AHCYP2",0,0,0,1,2,2,2,0,0,2,2,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1
"AKR1B15",3,3,19,0,1,0,2,0,2,7,27,14,11,2,0,1,1,1,1,19,3,1,0,2,2,1,1,0,1,1,4,1,0,100,21,0,0,0,5,7,0,0,0,3,4,1
"AKR1C1",0,1,3,24,0,8,6,5,0,1,11,5,1,0,0,0,0,4,1,2,2,0,3,1,0,0,0,3,1,4,2,2,4,9,24,1,0,2,0,0,2,2,2,1,5,1
"AKR1C3",0,1,0,0,0,1,0,4,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,5,12,2,0,0,0,1,3,3,0,2,5,0
"ALDH1A1",3,2,139,9,3,0,3,0,1,1,0,2,162,2,0,31,26,0,0,0,3,0,0,13,0,0,0,0,0,2,0,5,5,1,0,0,1,0,4,0,1,0,0,0,0,6
"ALDH1L1",0,1,0,71,5,1,7,1,1,2,2,5,0,0,21,5,7,1,1,63,26,0,0,14,1,15,2,2,1,5,0,5,1,12,1,28,31,4,0,0,1,3,1,1,0,1
"ALG1L10P",1,1,9,5,3,2,4,2,7,1,6,5,5,3,5,1,0,1,0,1,1,3,2,1,1,1,9,3,1,3,6,5,1,2,0,3,2,10,8,9,1,5,3,0,2,6
"ALPL",8,5,0,0,0,2,0,2,1,0,2,3,0,0,0,7,2,0,0,5,1,0,0,0,0,0,1,0,1,0,0,2,2,32,1,0,0,0,0,0,0,5,5,4,4,4
"AMER2",1,0,2,0,7,0,0,0,2,2,1,2,0,0,4,0,0,15,23,0,48,48,51,2,0,0,4,5,1,0,2,2,4,0,3,14,14,2,1,0,1,0,1,5,3,2
"AMIGO2",6,2,1,1,1,0,0,1,1,2,0,0,0,1,3,7,0,1,0,5,6,0,0,4,0,0,1,2,1,1,0,0,2,3,2,1,3,1,0,1,0,0,0,0,0,1
"AMOT",397,337,2,2,21,29,24,33,21,19,433,375,1,908,13,0,3,23,16,11,9,30,46,27,8,21,4,3,8,139,8,193,214,17,247,14,4,692,5,11,16,462,382,256,243,219
"AMOTL1",292,300,111,4,44,394,119,427,31,19,426,402,98,31,725,605,674,22,19,3264,153,77,76,614,19,506,546,659,12,26,774,31,193,1618,59,1,3,2,19,19,813,518,448,60,49,247
"AMPD1",0,2,1,0,5,11,1,18,6,10,2,2,0,0,3,2,8,1,0,3,4,9,7,4,0,2,1,0,0,2,5,0,8,0,24,11,6,4,0,2,8,5,10,0,1,13
"ANGPT1",0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,1,0,0,0,1,3,3,1,0,0
"ANK3",60,71,2,5,10,47,12,57,6,4,322,331,0,36,3,93,88,67,47,476,17,7,14,42,5,3,1,1,5,4,12,5,9,249,2,7,11,5,1,3,5,57,44,13,21,3
"ANKFN1",1,0,2,29,2,0,0,0,2,0,7,6,3,0,1,1,1,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,6,0,27,48,7,0,0,0,1,1,0,1,1
"ANKRD1",2,1,0,1,2,2,2,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,3,1,4,1,7,0,0,0,2,1,0,0,1,0,0,1,1
"ANKRD18B",0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,3,1,12,13,2,1,2,3,3,0,1,0,0,0,6,3,0,0,2,0,2,3,0,2,1,0,1
"ANKRD20A1",2,3,0,1,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,3,1,7,1,3,4,3,4,3,0,0,0,0,0,0,0,0
"ANKRD20A11P",0,1,2,13,2,0,0,2,2,0,0,0,2,0,2,2,2,3,4,0,11,0,0,2,0,0,1,2,0,4,0,7,0,81,64,2,0,0,1,1,1,1,1,0,0,0
"ANKRD20A6P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0
"ANKRD20A7P",0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,1,1,0,0,0,4,0,0,4,0,1,10,5,1,1,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,2
"ANKRD30BL",0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,0,0,0,0,0,0
"ANKRD34B",3,2,2,0,0,0,0,0,0,1,0,1,4,0,0,1,0,2,1,0,5,0,4,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
"ANO1",0,0,0,0,1,0,0,2,4,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,0,1,1,1,1,1,0,2,0,3,1,1,0,1,1,0,0,1,2,6
"ANOS1",0,0,0,0,0,0,2,0,2,1,4,4,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,198,2,0,1,0,0,0,0,4,1,3,2,2
"ANPEP",1,0,3,1,1,2,9,0,0,2,28,48,1,0,0,1,0,1,0,614,7,11,10,6,2,0,2,0,2,5,0,1,7,38,0,2,1,1,1,0,0,0,1,7,2,5
"AOC4P",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,4,0,2,2,2,0,0,1,1,0,2
"APBA2",0,1,1,1,2,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,0,5,2,0,0,2,0,1,0,1,1,0,1
"APLN",5,2,1,8,53,2,3,3,29,32,0,0,3,9,22,9,6,0,0,8,9,0,1,5,5,16,1,2,5,9,7,13,1,37,23,3,0,17,5,10,9,13,18,0,1,1
"AQP4-AS1",0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,6,0,2,1,2,0,0,1,0,0,0,0,0
"AQP9",67,49,20,0,6,7,26,12,3,3,108,117,31,9,8,1,0,3,0,28,12,2,3,15,3,4,5,5,5,5,1,6,16,318,53,1,0,1,2,1,0,24,41,24,32,16
"AR",1,0,1,4,0,5,12,2,0,1,17,22,0,2,1,14,29,1,0,215,3,1,6,6,0,0,5,7,0,1,9,1,0,8,2,0,1,2,0,0,17,1,1,7,9,0
"AREG",7,7,7,3,9,14,9,15,4,4,3,9,9,23,1,10,9,0,0,1,13,1,3,3,1,1,1,0,0,7,7,11,26,9,2,1,1,3,3,2,9,33,27,8,10,34
"ARFGEF3",2,0,2,9,19,5,7,7,9,9,6,6,2,2,2,5,3,0,2,1,13,8,12,14,9,12,2,1,14,18,8,39,16,15,3,34,19,13,5,10,4,4,4,3,5,14
"ARHGAP20",2,1,3,15,15,20,14,10,6,2,7,5,5,1,2,15,14,1,1,18,4,0,1,6,3,0,9,11,1,0,2,1,52,52,1,2,2,0,10,7,2,55,39,6,3,49
"ARHGAP26-IT1",0,0,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,3,0,3,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
"ARHGAP40",1,0,0,9,1,0,12,1,1,0,0,0,3,3,3,0,0,0,0,0,1,1,4,4,3,4,0,0,4,0,0,1,1,1,2,3,1,2,1,1,0,1,0,0,0,0
"ARHGAP8",2,1,2,0,3,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,0,3,1,1,0,0,0,1,0,1,0,1,1,0,0,0
"ARHGEF4",0,0,1,1,11,2,0,1,1,0,4,3,2,2,0,0,3,0,1,3,1,2,1,3,1,2,0,2,1,11,4,14,2,21,3,12,57,2,2,0,1,5,0,12,11,1
"ARLNC1",0,0,0,14,0,0,4,0,0,0,3,2,0,3,3,0,2,0,2,2,6,0,1,7,0,1,0,0,0,0,1,3,0,45,1,9,11,1,0,0,1,4,2,13,6,0
"ARMH4",1,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,2,1,2,0,1,0,0,1,0,0,0,2,0,0,2,1
"ARRDC4",0,0,19,0,2,35,0,42,4,4,16,14,19,8,1,21,19,3,1,0,66,3,4,3,4,3,1,5,5,5,14,11,35,1,9,78,30,3,8,12,13,22,13,25,18,41
"ARSJ",0,1,0,0,1,0,2,1,2,2,8,2,0,0,0,8,8,0,0,6,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,3,0,0,0
"ARX",1,0,1,0,3,1,0,0,0,1,1,1,2,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,2,0,3,2,4,2
"ASH2LP1",0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASH2LP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,172,1,0,0,0,0,0,0,0,0
"ASS1",86,72,1,45,113,20,42,20,20,28,12,20,5,9,26,10,20,5,6,821,190,40,47,25,133,17,4,7,149,67,10,76,26,37,20,5,47,30,4,7,14,14,13,2,2,33
"ASS1P1",0,0,0,3,4,3,0,5,1,3,1,1,1,3,1,0,0,0,2,6,3,1,1,3,1,0,0,3,0,2,0,4,1,5,16,4,5,3,0,0,0,7,2,2,2,1
"ASS1P13",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,2,3,1,1,0,0,1,1,1,1,2,3,0,0,1,2,3
"ASTN1",1,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP12A",0,1,0,1,0,0,0,0,1,1,0,0,1,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,1,2,1,0,0,2,0,1,0,1,0,1,0,1
"ATP2B2",0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,2,4,2,1,3,1,0,2,2,0,0,0,0,1,0,1,1
"ATP4B",0,0,3,4,6,2,1,1,2,3,3,4,3,1,1,0,0,1,2,1,2,2,2,5,5,2,0,0,4,9,3,12,7,3,0,13,4,7,1,2,0,2,0,2,2,7
"ATP5PDP2",1,1,0,1,1,0,2,0,1,0,1,0,0,1,2,1,2,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
"ATP5PFP1",1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,3,2,2,0,2,1,0,1,0,0,0,0,0,1
"AVPR1A",5,4,1,1,0,1,1,0,0,0,10,6,2,0,0,7,5,0,0,38,7,0,0,0,0,0,2,3,0,0,0,0,0,183,1,0,0,0,0,0,1,0,0,2,0,1
"B4GALNT2",0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,1,0,1,3,0,2,0,1,1,0,2
"BAALC-AS2",1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2,2,0,0,1,0,2,0,1,3,1,3,1,0,4,0,4,0,0,0,0,1,1,2,0,1
"BACE2",3,2,1,4,22,16,10,26,14,16,38,28,2,4,2,3,1,12,4,16,36,3,3,5,3,3,27,20,1,138,3,218,47,12,48,4,3,4,2,5,0,8,11,19,12,54
"BASP1P1",1,0,0,4,2,1,7,4,0,2,3,2,0,0,57,1,0,0,0,5,1,1,0,5,0,46,0,0,0,0,2,0,0,19,0,0,0,24,0,0,5,1,1,0,1,1
"BBOX1-AS1",0,0,0,10,0,0,1,1,0,0,5,8,0,0,0,1,3,0,0,7,8,0,0,1,0,0,0,0,0,1,2,0,3,7,2,1,2,1,3,2,2,0,0,20,18,2
"BCAR4",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,1
"BCHE",25,23,0,76,2,0,0,0,0,0,50,72,0,0,91,29,20,0,0,180,0,0,0,124,0,68,1,1,0,3,1,4,1,19,12,17,20,8,0,0,1,1,1,0,0,0
"BCL11B",0,0,0,12,14,3,10,4,0,0,8,6,0,11,2,1,0,1,5,3,3,3,1,4,0,1,0,1,0,6,7,11,1,9,14,138,74,4,2,0,10,3,3,4,3,0
"BDKRB2",0,1,2,0,1,0,1,0,1,1,1,2,1,0,0,0,1,0,0,2,20,2,1,1,0,0,2,1,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,4
"BHMT",2,0,0,1,2,0,1,1,0,0,1,2,2,0,1,1,0,3,0,4,3,0,1,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,3,3,0
"BMP7",0,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,1,0,0,0,0,1,0,2,0,0
"BMP8B",34,38,39,22,322,26,159,24,170,154,93,93,43,95,102,180,190,454,387,65,481,32,39,394,730,63,45,42,840,20,31,39,40,161,138,173,133,70,94,107,26,16,20,69,72,46
"BMP8B-AS1",1,0,1,0,3,0,1,0,5,0,4,1,0,1,0,1,2,6,9,0,9,0,0,9,7,1,0,0,7,0,0,0,0,4,5,2,0,2,1,1,0,0,0,2,2,0
"BMPR1AP1",1,0,5,5,5,3,11,3,1,0,2,0,2,1,2,0,0,2,0,3,11,0,2,8,2,1,1,1,0,4,0,3,3,4,2,5,7,4,3,6,1,5,2,0,7,8
"BMS1P12",1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,3,2,1,1,2,3,2,2,1
"BMS1P23",0,1,0,1,3,0,1,1,1,0,0,2,0,2,1,0,1,0,0,0,3,0,0,1,1,1,0,0,1,0,0,2,1,1,1,1,0,3,1,6,2,0,1,1,1,2
"BMS1P7",0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,6,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"BMS1P8",0,2,0,0,0,1,0,1,0,0,1,2,1,2,82,3,1,0,0,9,0,0,0,4,0,53,1,3,0,0,2,0,1,4,3,3,0,0,1,4,1,1,0,1,0,0
"BNC1",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"BNC2",0,1,0,19,3,0,1,0,0,2,11,11,0,0,7,1,1,25,24,18,1,0,1,10,0,7,6,8,0,0,5,1,0,17,0,22,17,7,1,0,2,0,2,3,2,0
"BNIP3P29",0,1,0,0,6,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFB6",0,0,2,3,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,2,0,0,1,3,1,3,2,4,2,0,4,3,2,0,1,3,0,1,1,5,3
"BTBD7P1",4,4,4,0,7,3,1,3,0,1,5,4,3,46,4,0,0,0,1,0,2,0,0,4,3,4,0,1,2,2,0,4,3,4,0,0,0,11,22,20,0,0,0,4,0,3
"BTF3P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,2,0,0,0,0
"BTG4",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"BTN1A1",14,17,26,14,10,23,7,21,29,39,36,25,37,37,155,9,6,96,92,17,15,11,15,44,19,120,22,15,13,5,16,4,10,23,17,23,13,20,3,7,20,6,9,25,11,12
"BTNL9",1046,1041,48,748,814,12,340,21,239,266,321,257,32,2351,352,52,58,832,889,2,437,22,19,112,44,283,927,921,35,203,34,264,109,22,14,78,94,41,82,94,29,34,17,474,467,106
"BUB3P1",0,1,0,0,2,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,1,1,3,0,0,1,2,1,1,0,0,2,2
"C10orf105",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,1,0,0
"C11orf72",0,0,2,3,5,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,5,0,1,0,0,1,1,4,0,3,4,0,3,6,3,2,0,0,1,0,2,1,0
"C11orf96",0,2,2,5,4,1,17,0,0,0,0,1,5,3,0,3,0,1,0,1,19,3,5,1,3,1,0,0,2,11,0,14,3,3,2,9,34,1,2,1,0,1,0,3,1,3
"C14orf132",2,0,4,3,42,5,8,11,4,4,116,110,2,0,22,16,22,37,33,6,50,1,0,24,3,29,112,107,3,5,3,6,0,4,70,168,269,3,0,0,4,6,14,37,51,2
"C17orf97",2,2,36,1,7,62,6,75,40,39,12,10,29,32,7,34,52,9,4,3,3,4,14,18,60,1,5,9,93,27,38,35,40,7,91,105,42,18,7,7,38,80,53,5,2,32
"C19orf84",0,0,0,3,2,1,2,2,2,2,1,0,1,28,0,2,1,3,0,0,2,0,1,2,0,0,0,0,1,2,0,3,4,1,10,14,13,4,4,3,2,2,1,7,3,2
