"","X_R24834A_2","X_R24834A_1","X_R21723B_2","X_37014_1","X_31616_1","X_R35073B_1","X_7158_1","X_R35073B_2","X_R40334B_1","X_R40334B_2","X_R30875B_2","X_R30875B_1","X_R21723B_1","X_40064_1","X_R9288_1","X_Rou7776B_1","X_Rou7776B_2","X_ROU7788A_1","X_ROU7788A_2","X_554_1","X_21868_1","X_35794_1","X_9487_1","X_9530_1","X_9519_1","X_3210_1","X_1608_1","X_945_1","X_928_1","X_675_1","X_649_1","X_610_1","X_Rou6223B_2","X_Rou6223B_1","X_776_1","X_R41544A_1","X_R9288_2","X_R16380_1","X_R16380_2","X_R41544A_2","X_301_1","X_9677_1","X_613_1","X_735_1","X_1496_1","X_1589_1","X_1779_1","X_9568_1","X_9631_1","X_R34914A_1","X_9945_1","X_10003_1","X_R19459B_2","X_R34914A_2","X_R29425B_2","X_607_1","X_33098_1","X_24339_1","X_20026_2","X_20026_1","X_14501_1","X_R19880A_10","X_R19880A_9","X_R19459B_1","X_R40757A_2","X_R40757A_3","X_R25549B_2","X_R25549B_1","X_R29425B_1","X_523_1"
"IGHD1-20",4.43642469970343,4.43642469970343,4.73524091852036,4.43642469970343,5.47679536472782,4.92658758431397,4.43642469970343,4.90606525189103,4.72879854267097,5.01714509746689,4.43642469970343,4.85838279216493,4.43642469970343,4.8649154223959,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.51031881756193,4.82206042078743,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.79489181351919,4.9829469679745,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.7250565201026,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.8321089716127,4.43642469970343,4.43642469970343,4.43642469970343,4.98533209176738,4.43642469970343,4.43642469970343,4.97917645446303,4.43642469970343,5.29466364487603,4.43642469970343,4.98635431438704,5.12543782273291,4.43642469970343,4.43642469970343,5.01300698669441,4.78472364083332,4.43642469970343,5.48033287262618,5.60031914028807,5.17797857629837,4.69743327377195,4.43642469970343,4.73920849164734,4.43642469970343,4.70277927026603,4.43642469970343
"IGHD1-26",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.72032517237783,4.43642469970343,4.82044526351183,5.01822316432268,5.14531731276841,4.85243261802769,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.98722180095718,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,6.31987335422041,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,7.05750093723007,4.81987415110427,4.43642469970343,5.29214784033825,4.82572400324091,5.00186182893476,4.43642469970343,5.19959659212727,4.43642469970343,5.34511169068386,4.43642469970343,4.82645330670871,4.43642469970343,4.43642469970343,4.81995143533555,4.43642469970343,4.43642469970343,4.43642469970343,6.06010152760429,6.15376584582222,5.78898580984658,4.43642469970343,4.71238723694969,4.43642469970343,4.43642469970343,5.13528098847479,5.25500021101363
"IGHD2-21",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.95239077618837,4.83727805978251,4.67743739678853,4.43642469970343,4.72879854267097,4.84843234313411,4.73109443420412,4.95230682843879,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.29253266981934,4.82206042078743,4.43642469970343,4.98722180095718,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.98173350303389,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.22058732736958,4.9771314867383,4.82383861077602,4.43642469970343,4.82572400324091,4.43642469970343,4.43642469970343,4.82133277405889,5.6660949777535,5.52095491004071,4.43642469970343,4.82645330670871,4.43642469970343,4.65342361624057,4.43642469970343,4.74608136240848,4.43642469970343,4.43642469970343,5.06890107177183,5.10490306154017,5.62670466797204,4.69743327377195,4.43642469970343,4.43642469970343,4.43642469970343,4.81257581067408,4.43642469970343
"IGHD3-10",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.95239077618837,5.12636509451319,5.11269589735394,5.24291998457331,4.84920229437201,4.94018234262209,4.73109443420412,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.8237656411637,4.6595126925563,4.87777448860059,4.43642469970343,4.82988465682343,4.43642469970343,4.83761373651259,4.95605365983023,4.43642469970343,4.79489181351919,4.43642469970343,4.81150865634893,4.43642469970343,4.43642469970343,4.43642469970343,5.75319362938832,4.43642469970343,4.84685926090615,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.99600893631095,5.34071283019709,4.43642469970343,4.43642469970343,4.43642469970343,4.86896413272205,4.43642469970343,5.00186182893476,4.43642469970343,4.97917645446303,4.43642469970343,4.96677915623236,4.73610939237003,4.82645330670871,4.43642469970343,4.43642469970343,4.43642469970343,4.74608136240848,4.78472364083332,4.43642469970343,5.27973496426735,5.05609230574266,5.23596947705928,4.69743327377195,4.43642469970343,4.73920849164734,4.43642469970343,5.08432614121986,4.43642469970343
"IGHD3-16",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.32095525567708,4.83727805978251,5.43979956228559,4.90606525189103,4.43642469970343,4.43642469970343,4.73109443420412,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.20433809304422,4.88128087373255,4.43642469970343,4.43642469970343,4.82988465682343,4.43642469970343,4.83761373651259,4.43642469970343,4.85330412145056,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.03135183346553,4.43642469970343,4.43642469970343,4.43642469970343,5.19675311786854,4.82383861077602,4.86896413272205,4.82572400324091,5.12677651272226,4.77820988420702,5.50382792371783,5.31868130686664,5.18235314633589,4.95365306056784,4.9133910839263,4.83673260693111,4.43642469970343,4.43642469970343,4.74608136240848,4.43642469970343,4.43642469970343,5.40578079151963,5.4655579945458,5.11458354818349,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.81257581067408,4.43642469970343
"IGHD3-22",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.56715432356373,5.2306455620308,4.43642469970343,5.09772846947859,5.70493960818041,5.64132725351458,4.73109443420412,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.69944573646948,4.43642469970343,4.43642469970343,4.43642469970343,4.75160602422826,4.43642469970343,5.37936410617671,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.79489181351919,4.43642469970343,4.43642469970343,5.87799537043211,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,6.9825509954457,4.43642469970343,4.43642469970343,5.93370761609581,4.82572400324091,5.00186182893476,4.43642469970343,5.4376075157861,4.43642469970343,4.7437705388725,4.73610939237003,4.98635431438704,4.43642469970343,4.43642469970343,4.43642469970343,4.81531371220738,4.92781216709959,4.43642469970343,6.01848989269331,6.32261185600126,4.43642469970343,4.69743327377195,4.826104262692,4.73920849164734,4.43642469970343,5.13528098847479,4.43642469970343
"IGHD4-23",4.71775678528571,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.32169183729755,4.43642469970343,5.28535714235886,4.72879854267097,4.84843234313411,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.82707223266979,4.82988465682343,4.82653314230704,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.65730902259377,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.83334256902884,4.84610956623015,6.88265092570872,4.43642469970343,4.82383861077602,4.43642469970343,5.20815373077305,4.43642469970343,4.91866488251495,4.82133277405889,4.43642469970343,4.43642469970343,4.95365306056784,4.82645330670871,4.43642469970343,4.43642469970343,4.43642469970343,5.01300698669441,4.78472364083332,4.43642469970343,4.83834788281293,4.43642469970343,4.43642469970343,5.01692982560217,4.98586508368865,4.43642469970343,4.43642469970343,4.81257581067408,4.43642469970343
"IGHD4-4",4.92218081748286,5.12811704407554,4.43642469970343,4.43642469970343,5.08703257805005,4.43642469970343,4.77687411274482,4.97793219359016,4.43642469970343,4.84843234313411,4.43642469970343,4.43642469970343,4.43642469970343,4.65125984688721,5.3771923837781,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.6595126925563,4.74911211782299,4.43642469970343,5.45910414462825,4.43642469970343,5.00199303531711,4.80484529845317,4.43642469970343,4.79489181351919,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.35868885119109,5.13768113398632,5.0821655766555,4.43642469970343,4.43642469970343,4.97184743803348,4.43642469970343,4.83334256902884,4.43642469970343,4.43642469970343,4.43642469970343,4.82383861077602,4.43642469970343,4.98533209176738,4.43642469970343,4.43642469970343,5.19959659212727,4.43642469970343,5.18235314633589,4.73610939237003,5.20957444479548,4.43642469970343,4.43642469970343,4.43642469970343,4.65559475576232,4.43642469970343,4.43642469970343,4.72108529068848,4.87626643804998,4.74193532901226,7.05384593607524,6.7781523614587,4.43642469970343,4.43642469970343,4.81257581067408,4.43642469970343
"IGHD5-12",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.26154416692711,4.72032517237783,5.0697290143091,4.90606525189103,4.94112062116199,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.7399680756864,4.43642469970343,4.43642469970343,4.43642469970343,4.72157492375647,4.43642469970343,4.43642469970343,5.10047808574521,4.97592683901729,4.43642469970343,4.43642469970343,4.43642469970343,5.00199303531711,4.43642469970343,4.43642469970343,4.43642469970343,4.82402243227105,4.81150865634893,4.43642469970343,4.43642469970343,4.43642469970343,5.68620220076015,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.85858100445372,4.99600893631095,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.83752007860272,4.77820988420702,4.43642469970343,5.12399086956498,5.04769676494257,4.43642469970343,4.9133910839263,4.43642469970343,4.43642469970343,4.43642469970343,4.65559475576232,4.78472364083332,4.43642469970343,5.32399755545074,5.37370496445745,4.86768228453592,4.69743327377195,4.71238723694969,4.43642469970343,4.43642469970343,4.70277927026603,4.43642469970343
"IGHD6-19",4.43642469970343,4.43642469970343,4.73524091852036,4.43642469970343,4.76378944338591,4.43642469970343,6.43174091826933,4.70836783190094,4.43642469970343,4.72825134109499,5.09084707561107,4.85838279216493,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.10338060277462,4.43642469970343,4.43642469970343,4.82707223266979,4.43642469970343,4.43642469970343,5.00199303531711,4.43642469970343,4.43642469970343,5.54540972303858,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.03135183346553,4.43642469970343,5.01389256496831,4.43642469970343,4.81987415110427,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.82133277405889,5.31868130686664,5.04769676494257,4.43642469970343,4.43642469970343,4.83673260693111,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.23272640763918,4.94366279710105,4.86768228453592,4.69743327377195,4.71238723694969,4.73920849164734,4.43642469970343,4.43642469970343,4.43642469970343
"IGHD6-25",4.43642469970343,4.72105744327729,4.43642469970343,4.43642469970343,4.43642469970343,5.27753779714419,4.43642469970343,5.40035185854233,5.64347077279408,5.34571061710532,4.73109443420412,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.29253266981934,4.82206042078743,4.43642469970343,4.43642469970343,5.45910414462825,4.43642469970343,5.54718004253549,4.95605365983023,4.43642469970343,4.79489181351919,7.41835737372367,4.43642469970343,4.43642469970343,4.43642469970343,4.69841222316805,4.43642469970343,5.07761183891398,4.43642469970343,4.43642469970343,4.43642469970343,4.81610560961567,4.43642469970343,4.83334256902884,4.43642469970343,7.96331393739932,5.36246755956571,4.43642469970343,4.86896413272205,5.37620124750757,5.54693123419205,4.43642469970343,5.50382792371783,4.83588151344031,6.29977788751447,4.43642469970343,5.48461076657755,4.43642469970343,4.43642469970343,4.65828788020326,4.43642469970343,4.43642469970343,4.43642469970343,6.59714592831114,6.58314030971287,6.0544695748976,4.69743327377195,4.71238723694969,4.43642469970343,4.43642469970343,5.44859069093977,5.10771808273844
"IGHD7-27",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.40327712425966,4.43642469970343,5.32555555976687,4.43642469970343,4.84843234313411,4.85243261802769,5.1001117566789,4.43642469970343,5.60174315429112,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.99979014007376,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.83334256902884,4.43642469970343,4.43642469970343,5.19675311786854,4.43642469970343,4.43642469970343,4.82572400324091,5.00186182893476,4.43642469970343,4.82133277405889,4.43642469970343,4.43642469970343,4.73610939237003,4.712635168776,4.43642469970343,4.65342361624057,4.87885272183426,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.95633611728082,4.91296550863299,4.73920849164734,4.97635392431107,4.43642469970343,4.43642469970343
"IGHE",4.92218081748286,4.43642469970343,4.43642469970343,5.24122094506839,5.91026618654014,4.92658758431397,4.77687411274482,4.70836783190094,5.47014318245413,5.73204409475378,5.30862762862243,5.36709690525994,4.43642469970343,4.43642469970343,5.55282177226564,5.03984862233551,5.02135778845176,12.5381550449162,12.660398496322,6.11966902742004,4.6595126925563,5.57862010618426,5.64030361685874,6.99005872953892,4.43642469970343,6.17390976020162,6.52615752834194,4.43642469970343,5.59685053871526,6.35014811158241,6.48516658901867,5.20315160942227,5.3085289568038,5.12400540089265,5.59564802539626,6.68792934586073,5.53733405989625,5.98063546036681,5.98149457072327,6.48121679850336,5.66953661120979,6.00040861022138,6.2439235307145,5.22058732736958,5.72534918030202,5.88035827811942,5.76221668076003,5.74388739529109,6.65797345135507,5.02569460788878,6.58154311578542,6.16715268469734,6.53116076288844,5.4133805091904,4.82645330670871,6.27653160679754,5.39031766711507,4.65828788020326,5.92127173054876,5.76370501114005,5.10723124611778,5.00302148920879,4.43642469970343,6.78391176507911,5.25202776141916,5.37709340198861,5.89075788986115,6.01555907913813,5.18251760218684,5.48425080880087
"IGHJ1",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.00104404713482,6.13504057575019,4.43642469970343,6.27365300154497,5.01822316432268,4.43642469970343,4.73109443420412,4.85838279216493,4.43642469970343,7.23207127310853,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.44372756476469,4.43642469970343,4.43642469970343,4.82707223266979,6.43459350685236,5.29851031344726,7.66368501041783,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.98173350303389,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.53582654929133,10.8409546744494,6.15240921374543,6.17388281321148,4.43642469970343,5.55674524400939,5.93066143395332,6.63250496756498,4.43642469970343,6.07362076946997,4.83588151344031,5.76596717065146,4.43642469970343,4.712635168776,4.43642469970343,4.43642469970343,5.99193788056719,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.17797857629837,5.3627918819369,5.20889450908712,5.03872083865816,4.43642469970343,4.96689734985983,4.43642469970343
"IGHJ1P",4.43642469970343,4.72105744327729,4.43642469970343,4.43642469970343,4.43642469970343,6.3920767765029,4.43642469970343,6.30448685245713,4.84920229437201,4.84843234313411,5.88051776090206,5.73160056559794,4.43642469970343,6.90947429472214,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.10338060277462,6.89798860044665,4.81901495087604,4.82707223266979,4.82988465682343,4.43642469970343,4.43642469970343,4.95605365983023,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.11967372422711,4.43642469970343,4.43642469970343,5.77455931448766,4.43642469970343,4.43642469970343,4.82572400324091,5.12677651272226,4.77820988420702,5.09923940028127,4.43642469970343,4.43642469970343,4.43642469970343,4.98635431438704,4.43642469970343,4.81157440858161,4.93059545269067,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.25202776141916,5.29758414247179,5.03872083865816,4.97635392431107,4.81257581067408,4.43642469970343
"IGHJ2",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,6.05615808032742,4.43642469970343,5.72716102963576,6.48926949467846,6.32413422743309,5.02274575573474,5.16220759971894,4.43642469970343,5.9075079341668,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,7.31921998291268,4.6595126925563,4.65774403355446,5.29967438980174,8.85677742186891,4.43642469970343,4.83761373651259,5.89648137506069,5.02396577885427,4.43642469970343,4.43642469970343,5.34279904997405,5.57066005545197,4.43642469970343,4.43642469970343,4.81826585845619,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.70528586591511,4.43642469970343,6.92980626361057,5.24781423483755,11.8429214211009,5.9916499470638,9.10689249974771,5.29214784033825,7.5196685922273,5.47825844532711,5.02569460788878,7.05306846557247,4.43642469970343,5.24066970522298,4.85948777985385,5.51748432466296,4.43642469970343,4.43642469970343,6.26111034622238,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.28966503802022,4.80504663104129,5.10736054840009,4.43642469970343,4.7493615545922,5.38117295093038,4.91322168920301
"IGHJ2P",4.43642469970343,4.43642469970343,4.43642469970343,4.66230967858833,4.76378944338591,5.54628826412968,4.43642469970343,5.56304477690592,6.8111857100554,6.8427322362137,4.85243261802769,4.73532388580381,4.43642469970343,5.81029244155164,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.8237656411637,4.6595126925563,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.98173350303389,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.83334256902884,5.42392788935383,4.99428039286477,5.28412253024096,4.82383861077602,4.43642469970343,5.29676291072561,5.12677651272226,4.91866488251495,4.97917645446303,4.43642469970343,5.73442502610081,4.95365306056784,4.98635431438704,4.43642469970343,4.43642469970343,6.54179878667204,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.43172731660769,5.01692982560217,5.10736054840009,4.43642469970343,4.43642469970343,4.96689734985983,4.43642469970343
"IGHJ3",6.46570656144487,6.63616753583865,4.73524091852036,4.43642469970343,5.04564619317,6.76569602805396,4.91678876135472,6.74979872982159,6.90320889989133,7.0164398053167,6.0019767314954,5.56697736257721,5.04126560887487,6.76474120943529,4.43642469970343,6.74616774269456,6.67558590680155,4.83903699895034,4.43642469970343,7.72956427440373,5.02319558969534,5.28226491589023,8.16816520245296,9.81379389766835,10.2222042021023,7.08649678350541,5.62754107989842,8.99506406236907,8.93597673074482,4.43642469970343,4.96540065369388,10.6070280531923,4.73106020822224,4.69841222316805,4.43642469970343,4.7250565201026,4.43642469970343,4.73652213081928,4.43642469970343,4.43642469970343,6.13420162597713,9.47287536064353,6.16878458649879,5.39117203229667,8.58363185487361,7.15079773036519,7.24782602966179,8.27544015334203,8.08927480237566,5.26418238254697,8.2319750958132,7.45905715977383,6.41183476455652,5.4133805091904,6.52921548762968,8.39743149358857,5.29261857508018,7.51459319993832,4.43642469970343,4.43642469970343,9.9783465980291,6.29999227449331,6.70584143817115,6.34698038409607,5.12147657487535,5.29758414247179,5.94320111352082,5.45506326800293,6.49020562927113,6.61753945047921
"IGHJ3P",5.8196263438702,5.85942963505182,11.5089402155579,5.9907037478048,5.70721185857691,7.5870299870948,8.02657482710438,7.58568426331795,9.03411521163013,8.74750804376314,7.77359580476771,7.50431996542859,11.3847474822403,7.6167997694044,7.62157099804141,7.05293148941997,7.10908400767694,5.12935498557839,5.18925640329099,5.63060188031396,5.43943834576851,7.75658710373752,5.10900763269102,6.43459350685236,5.20972995973659,6.17390976020162,5.67751679956513,5.58876644071191,5.69220237540544,6.6896405060827,5.96040565235818,6.3758998668308,6.83821825847311,6.73052424450019,7.45445833046005,5.45739906983191,7.24179194018147,5.98063546036681,5.98149457072327,5.23398101165272,5.66953661120979,5.91320915185483,7.27170257145205,7.60703958282703,5.56143997978784,4.98268929109321,5.29214784033825,6.05264220598366,6.93068327595815,7.13002295071275,6.17982589128182,6.37056546920624,7.52965141045979,7.29951472986723,7.97501427741355,6.37418474520498,7.20562092093778,7.57879031057491,9.79261598904534,9.3244630372139,8.13985468157048,8.34126861702353,8.47990774012036,7.55438371078341,6.97218593892343,6.88265034246185,7.67050201482294,7.60215293288786,8.22902476697299,5.88893127103016
"IGHV1-14",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.66815427895802,5.2306455620308,4.43642469970343,5.19786652142941,4.43642469970343,4.43642469970343,4.85243261802769,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,5.29253266981934,4.43642469970343,4.43642469970343,4.43642469970343,6.54502882771856,4.43642469970343,5.78142579520999,5.07115165936464,5.02396577885427,4.94208652488822,4.43642469970343,4.43642469970343,4.98173350303389,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.83334256902884,4.43642469970343,4.43642469970343,4.81987415110427,4.98268929109321,4.43642469970343,5.51554048967882,4.83752007860272,6.20080980578775,5.19959659212727,6.72369985971389,4.43642469970343,5.90326849548916,5.54921823191047,4.43642469970343,4.43642469970343,4.65828788020326,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.71238723694969,4.73920849164734,4.43642469970343,5.30777361551349,4.43642469970343
"IGHV1-17",4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.82044526351183,4.72879854267097,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.8237656411637,4.43642469970343,4.43642469970343,5.74815351632206,5.30574561332315,4.43642469970343,4.83761373651259,5.72512279298226,4.43642469970343,8.52036559850299,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.99600893631095,4.43642469970343,4.43642469970343,4.81987415110427,4.43642469970343,4.43642469970343,4.98533209176738,5.83218231221792,4.77820988420702,4.97917645446303,5.8754350103802,4.43642469970343,4.43642469970343,5.37791225708791,5.00075862894125,5.00735832232355,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.71238723694969,4.95896370071213,4.97635392431107,5.26833482029678,4.43642469970343
"IGHV1-18",5.17388422391049,5.40568907935977,5.09993006646205,4.43642469970343,4.76378944338591,9.19657386527497,5.02341237086543,9.19403418800869,9.60022928547807,9.51315653692408,6.13256238809629,6.23498437362655,4.74050165905005,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,4.43642469970343,9.26596218088104,4.43642469970343,7.3757023362909,8.8378217310319,10.788581275257,14.2444103772509,10.9811801103695,11.8328016401111,12.6867979221621,7.13694239831985,4.82402243227105,4.43642469970343,10.8490800475297,4.43642469970343,4.43642469970343,5.19361725735887,6.37263397963677,4.72713338905432,4.43642469970343,4.43642469970343,6.14160840482063,4.43642469970343,8.49970018817627,5.90963358609844,5.65505985754008,8.30234435527836,6.71152297317059,9.92522298137439,9.69605854537303,12.4390020977138,9.86549610565234,10.2094328959119,11.9533395810921,6.42957902151382,9.90663723014205,11.0622859816288,5.77865037395692,4.43642469970343,6.49040070065353,13.9336845025112,13.5808155464996,4.43642469970343,4.43642469970343,4.43642469970343,6.10087237146376,6.36427113001512,6.37411116844791,10.3074328234219,10.4279765670324,11.1176446636881,5.74575576667114
"IGHV1-3",5.68806910159959,5.54902601968174,4.85826607866322,4.43642469970343,9.68887417300039,6.49605129970792,5.35533650779475,6.40677139919201,5.96767064155006,5.9173760331541,6.4877752196529,6.44910415113041,4.86566590495663,5.7033228490158,4.69199960060338,6.19003681373928,5.98466985802065,6.06264031363701,5.7954581747091,8.01217231748954,5.5873114896901,5.92082945491954,9.75445661243644,5.58952684076227,4.43642469970343,6.34617316184148,8.20869449417197,7.03058674234833,6.00495348045058,5.78814687945893,5.18043499888528,7.98156626920861,4.85238446388417,5.1705110561107,5.57648096412364,4.7250565201026,4.43642469970343,5.57130536626462,5.7167028157588,5.03420152551401,13.8897703961697,9.16791230801196,6.27982757496952,5.46468787040274,7.53450923867931,5.10350479730538,12.8829093497618,8.9634181910179,10.326792398524,9.74538413406874,5.95681290381641,7.21662891910929,5.11859830259266,9.68777922395284,9.14133891352606,5.47628468598142,5.23874667763638,4.43642469970343,4.65559475576232,4.8624887320474,4.43642469970343,5.54913011586086,5.49414123584246,5.17797857629837,6.59587178046575,6.62876437186345,5.65094413054097,5.81969622299198,9.27575240532254,5.48425080880087
