"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCG4",0.982484856108081,0.317542163469933,0.530605304256447,0.598452674563656,0.549537927731687,NA
"ABCG5",0.291818938865274,-0.155068852512505,0.886271602691999,-0.174967642020225,0.861105059263436,NA
"ABCG8",1.08955187329362,-0.202316211550296,0.490253310913445,-0.412676889776304,0.679843358916418,NA
"ABHD1",3.89256807912078,0.21839069333767,0.225861897055821,0.96692136294107,0.333583346269939,0.880277760076532
"ABHD10",536.758775719208,0.0215081592235908,0.0488798748967194,0.440020750237933,0.659922078619847,0.9584779297556
"ABHD11",132.873991047024,0.0323040811366076,0.0745756608659246,0.433171905706411,0.664889887358243,0.959589483161522
"ABHD11-AS1",3.99489318549628,-0.417193913943177,0.267238689092056,-1.56112842553073,0.118493452401317,0.760878048138853
"ABHD12",738.134072490586,0.0258133238837761,0.0609756692179923,0.423338098865166,0.672048601032485,0.961728301140714
"ABHD12B",0.212196654215097,0.254681933311,1.50211124004825,0.169549316003267,0.865364585250228,NA
"ABHD13",303.621274701928,-0.0414118901766101,0.0610379198242324,-0.678461688993689,0.497479006855537,0.926946681211564
"ABHD14A",58.3013746141816,0.11793072298344,0.0981690736878205,1.20130218767738,0.229634002140468,0.838718305387676
"ABHD14A-ACY1",0.391983024689894,0.724023672977458,0.744794067947068,0.972112566595944,0.330994551064524,NA
"ABHD14B",1119.54695183869,0.12847788460241,0.0741673122122121,1.73227100686622,0.0832253215932815,0.716909288887615
"ABHD15",143.338915177317,0.0923830280964718,0.107347562318008,0.860597354067483,0.389459843727156,0.894022316702518
"ABHD15-AS1",0.378012652105261,0.675833918141735,0.966661948678832,0.699141948294767,0.484463325381036,NA
"ABHD16A",28.9941345402562,0.0431395618752567,0.119152719007313,0.362052685282063,0.717312660081123,0.970663092990729
"ABHD16B",0,NA,NA,NA,NA,NA
"ABHD17A",508.657801854272,0.0596640468350473,0.0526250657737282,1.13375719265767,0.256896411806047,0.84876522607773
"ABHD17AP1",1.44054320465317,-0.0482265757233444,0.395540779345234,-0.121925673006908,0.902957883193171,0.991483185330426
"ABHD17AP3",1.02559686838518,0.0966795060771136,0.513362231295173,0.188326098383199,0.850621027822788,NA
"ABHD17AP4",0.621141199787914,-0.427905495608003,0.694541098173059,-0.616098164289454,0.537829733575639,NA
"ABHD17AP5",5.77201085808783,0.595224773940002,0.490958266183206,1.21237346417931,0.225369453863373,0.837375175357063
"ABHD17AP6",0.160961258939546,-0.0507422894598527,2.38076742884111,-0.0213134171969719,0.982995640895327,NA
"ABHD17AP7",0,NA,NA,NA,NA,NA
"ABHD17AP8",0,NA,NA,NA,NA,NA
"ABHD17AP9",0,NA,NA,NA,NA,NA
"ABHD17B",328.783186202392,-0.0511328107635781,0.0602887390920412,-0.848132031514459,0.396364444568982,0.897232712186741
"ABHD17C",93.295747852565,-0.422208204133631,0.249944780418444,-1.689205925512,0.0911799738510047,0.727065717977263
"ABHD18",335.183590122352,-0.0186315027873789,0.0487417988072738,-0.382248978152166,0.702276695782247,0.967614697313266
"ABHD2",939.636847977211,0.0238795681470679,0.0644556181351175,0.370480787214071,0.71102428933694,0.969321043365578
"ABHD3",381.768053264548,-0.0801759574097604,0.0866467363161588,-0.925319992633218,0.354799482221092,0.885226892568592
"ABHD4",557.237074340297,0.275550372247946,0.12066592251775,2.28358070363578,0.0223961849032134,0.535399515451173
"ABHD5",210.022421042587,-0.131821157027624,0.0871630520452232,-1.51235132242995,0.130444511271832,0.769235339330038
"ABHD6",199.358197730846,0.350249521859385,0.2173385036774,1.61153921616792,0.107062246882873,0.749617727856539
