"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABHD17AP4",0.584881176687254,-1.08891289452416,0.938153155512497,-1.16069842980947,0.245764560634268,NA
"ABHD17AP5",4.29445732622195,0.0997832960542431,0.784166877008598,0.12724752725452,0.898744489775261,0.991401740964483
"ABHD17AP6",0.0794078863218129,0.00986683135466928,3.59025218027407,0.00274822794033261,0.99780723411708,NA
"ABHD17AP7",0,NA,NA,NA,NA,NA
"ABHD17AP8",0,NA,NA,NA,NA,NA
"ABHD17AP9",0,NA,NA,NA,NA,NA
"ABHD17B",478.353333521698,0.0308287912842062,0.0746940569540173,0.412734192536694,0.67980137046928,0.976336279425238
"ABHD17C",150.23552816218,-0.612840220427556,0.328102005046361,-1.86783442649478,0.0617851532388088,0.614976978962133
"ABHD18",503.083466088658,0.0969074255053588,0.0437753542448889,2.21374394741017,0.0268463979180644,0.468209005781677
"ABHD2",1499.53969336079,0.0690248383386772,0.0680748216372123,1.0139554783783,0.310603997008771,0.878612162869479
"ABHD3",587.457079990936,0.0331230878335451,0.106170063524866,0.311981426155852,0.755054639121959,0.983078137260821
"ABHD4",474.539938099671,0.278399554814381,0.161674623140694,1.72197435445456,0.0850741642712712,0.675723059662939
"ABHD5",321.331560219459,-0.111637683711288,0.111696896658893,-0.999469878310172,0.317567123722445,0.88351686365505
"ABHD6",188.79061430436,0.50858345574649,0.313187434120865,1.62389483209668,0.10439825571172,0.708074464129321
"ABHD8",157.618960263568,-0.033180397553334,0.140298585902884,-0.236498446080573,0.813045912934261,0.985005856468478
"ABI1",1951.04869675406,-0.0958776251668633,0.0804779044913253,-1.19135340032615,0.233514878522517,0.843818232222004
"ABI1P1",5.88868351476847,-0.182564688034878,0.724118490112143,-0.252119909279771,0.800948381549955,0.985005856468478
"ABI2",980.790046600344,-0.0260872121731694,0.0550146636889696,-0.474186524535638,0.635366901892262,0.96954474388868
"ABI3",1243.87945429719,0.0619844125568102,0.11654228464659,0.53186199965768,0.594821577982034,0.962746998855879
"ABI3BP",8.75608811865519,0.318611241548112,0.287481198203032,1.10828549324153,0.267738538532827,0.860557099389965
"ABITRAM",321.884171237825,0.0641221851272106,0.0579536728397229,1.10643867739923,0.268536692527285,0.860557099389965
"ABITRAMP1",0.0273448875280874,0,3.59025218027407,0,1,NA
"ABL1",1768.76232370405,-0.0239952096910869,0.0874173809491271,-0.274490146359464,0.78370797500113,0.983648776734008
"ABL2",376.535813442378,0.0996777288349531,0.0797014853948575,1.25063828285168,0.21106647678183,0.827335579161131
"ABLIM1",1555.702282196,-0.0713035424076399,0.22887373898759,-0.311540951456672,0.755389415950968,0.983078137260821
"ABLIM2",5.6692191445804,0.419879513859314,0.43645159191633,0.962029974540241,0.336034547272875,0.893398650227256
"ABLIM3",5.89393243439792,-3.17288885180892,1.1572898877686,-2.74165434723243,NA,NA
"ABO",1.97534341551487,1.30919138904672,0.690126435375762,1.89703121332236,0.0578238186433867,0.603325644114901
"ABR",2361.9949345402,-0.146210474868187,0.0611553843942185,-2.39080297371181,0.0168115719423239,0.38713106470297
"ABRA",0.502767951621381,0.694008504544856,0.957717032343851,0.724648806596232,0.46866750879182,NA
"ABRACL",1925.46055658627,-0.0290649108925252,0.0943871739161338,-0.307932843908965,0.758133433468945,0.983078137260821
"ABRAXAS1",170.067623234691,-0.243326432788945,0.127507531492697,-1.90832988404989,0.056348592886874,0.600267855381643
"ABRAXAS2",671.456604378662,-0.015629834759443,0.0423724757010681,-0.368867631660452,0.712226390836929,0.981074879441225
"ABT1",909.019158376269,0.0528748630764236,0.0598868414117044,0.882912870841266,0.377283348966238,0.912927749238327
"ABT1P1",0.0194880469007284,-0.112497212063351,3.59025218027407,-0.0313340697016897,0.975003120047279,NA
"ABTB1",209.698906745937,-0.439247442157844,0.183827850483161,-2.38944991742739,0.0168736242698209,0.38749383012815
"ABTB2",360.403962374553,0.280210123635366,0.293303998081799,0.955357327100667,0.339397026065392,0.895785056085746
"ACAA1",1039.07999773945,-0.0137706135354776,0.0647025691292359,-0.212829470619202,0.831459976086775,0.985957786009178
"ACAA2",1074.16599545617,0.0350348812711127,0.0545866743128529,0.641821135142197,0.520989325117629,0.949781322634933
